"id_barang";"nama_barang";"stok";"id_satuan";"id_jenis";"foto"
"BRG-0001";"Teh Pucuk Harum";"0";"2";"1";"d4f130cc51185c56c9effcfa0b4a30a0.jpg"
"BRG-0002";"Aqua";"0";"1";"1";"aqua.jpg"
"BRG-0003";"ari";"20";"4";"1";"foto_3x4-min.jpg"
"id_barang_keluar";"Mat_Code";"id_user";"jumlah_keluar";"tgl_keluar"
"BRG-K-0001";"40000710";"USR-001";"20";"2020-09-15"
"BRG-K-0002";"40000710";"USR-002";"150";"2023-02-26"
"BRG-K-0003";"40000710";"Aldo";"30";"2023-02-27"
"id_barang_masuk";"Mat_Code";"id_user";"jumlah_masuk";"tgl_masuk"
"BRG-M-0002";"40000046";"USR-0-4";"1";"2023-02-26"
"BRG-M-0003";"40000710";"USR-0-4";"100";"2023-02-26"
"BRG-M-0004";"222";;"0";"2023-02-26"
"BRG-M-0005";"2222";;"0";"2023-02-26"
"BRG-M-0006";;;"0";"2023-02-26"
"id_jenis";"nama_jenis";"ket"
"1";"Minuman";
"3";"Kemasan";
"id_satuan";"nama_satuan";"ket"
"1";"Box";
"2";"Unit";
"4";"Pack";
"Mat_Code";"Material_Description";"UOM";"Location";"Stock"
"80001330";"""ROTAMETER FT 0-800KG/H 1""""ANSI150""";"SET";"AC.G1.26";"0"
"80001331";"""ROTAMETER FI 0-50KG/HR 1""""ANSI150""";"SET";"AC.G1.27";"0"
"80001332";"""ROTAMETER FT 0-200KG/HR 1""""ANSI150""";"SET";"AC.G1.21";"0"
"80001333";"""ROTAMETER FT 0-760KG/HR 1""""ANSI150""";"SET";"AC.G1.29";"0"
"80001334";"""ROTAMETER FT 0-400KG/HR 1""""ANSI150""";"SET";"AC.G1.24";"0"
"80001335";"""ROTAMETER FT 0-360KG/HR 1""""ANSI150""";"SET";"AC.G1.13";"0"
"80001336";"""ROTAMETER FI 0-200KG/HR 1,5""""ANSI150""";"SET";"AC.G1.22";"0"
"80001337";"""ROTAMETER FI 0-200 kg/hr 1.5"""" 105FI020""";"SET";"AC.G1.23";"0"
"80001338";"""ROTAMETER FT 0-320 KG/HR 1""""ANSI150""";"SET";"AC.G1.30";"0"
"80001339";"""ROTAMETER TMT 0-21T/H 3""""ANSI150""";"SET";"AC.G1.31";"0"
"80001342";"SIDE PLATES BRASS 115Z01A";"PC";"R18.B2.04";"0"
"80001343";"SIDE SEALING PLATE SS 115Z01A";"PC";"R18.B2.04";"0"
"80001344";"SET PACKING CORD 1.7M 115Z01A";"PC";"R18.B3.04";"0"
"80001345";"SLIDE BRG PRESS ROLLER 115Z01A";"PC";"R18.B3.04";"0"
"80001346";"SLIDE BRG HOLLOW ROLLER 67/55/55 115Z01A";"PC";"R18.B3.04";"0"
"80001347";"SLIDE BRG HOLLOW ROLLER 62/50/27 115Z01A";"PC";"R18.B3.04";"0"
"80001348";"NILOS-Ring 22217 AV 115Z01A";"PC";"R18.B2.05";"0"
"80001349";"NILOS-Ring 23026 AV 115Z01A";"PC";"R18.B2.04";"0"
"80001350";"PILLOW BLOCK 22217115Z01A";"PC";"R02.B5.01";"0"
"80001351";"PILLOW BLOCK 223026 115Z01A";"PC";"R02.B5.02";"0"
"80001352";"SPRING 8813-01-049 115Z01A";"PC";"R18.B3.04";"0"
"80001353";"SET PACKING WASHER 115Z01A";"PC";"R18.B2.04";"0"
"80001354";"WATER WIPER 115CV01A/B";"PC";"R18.B1.02";"0"
"80001358";"IMPELLER 4990 115P03A/B";"PC";"R18.B3.04";"0"
"80001359";"GASKET SET 5026 115P03A/B";"PC";"R18.B2.05";"0"
"80001360";"JOINT RING SET 4989 115P03A/B";"PC";"R18.B2.05";"0"
"80001362";"WEAR RING SET 4769 115P03A/B";"PC";"R18.B3.04";"0"
"80001363";"TAPPER LOCK RING SET 5190 115P03A/B";"PC";"R18.B2.05";"0"
"80001364";"SHAFT SLEEVE 6509 115P03A/B";"PC";"R18.B2.04";"0"
"80001366";"GASKET SET 5026 115P06";"PC";"R18.B2.04";"0"
"80001369";"WEAR RING SET 4769 115P06";"PC";"R18.B2.05";"0"
"80001370";"TAPPER LOCK RING SET 5190 115P06";"PC";"R18.B2.05";"0"
"80001371";"SHAFT SLEEVE 6509 115P06";"PC";"R18.B3.04";"0"
"80001373";"FILTER CAGE 5665 PROD FINE FILTR";"PC";"R18.B3.04";"0"
"80001374";"SEALING 6878 PROD FINE FILTR";"PC";"R18.B2.04";"0"
"80001376";"Cover 6205 R35 115P01";"PC";"R18.B3.04";"0"
"80001377";"PIN 6993 R35 115P01";"PC";"R18.B2.04";"0"
"80001378";"SHAFT SLIDE BEARING 2074 115P01";"PC";"R18.B2.05";"0"
"80001379";"IDLER SLIDE BEARING 222 115P01";"PC";"R18.B2.05";"0"
"80001380";"BEARING 5305 - 115P01";"PC";"R02.B1.03";"0"
"80001383";"ELESTIC ELEMENT 118 115P01";"PC";"R09.B2.03";"0"
"80001384";"IDLE 6119 115P01";"PC";"R18.B2.04";"0"
"80001385";"COVER 6205 115P01";"PC";"R18.B2.04";"0"
"80001387";"SHAFT SLIDE BEARING 2074 115P02";"PC";"R18.B2.05";"0"
"80001388";"IDLER SLIDE BEARING 222 115P02";"PC";"R18.B2.04";"0"
"80001389";"BALL BEARING 5305 115P02";"PC";"R18.B2.05";"0"
"80001390";"PACKING SET 5930 115P02";"PC";"R18.B2.05";"0"
"80001391";"FLAT SEAL 5026 115P02";"PC";"R18.B2.05";"0"
"80001392";"ELESTIC ELEMENT 118 115P02";"PC";"R09.B2.03";"0"
"80001393";"TIE ROD CYL 6485 JUMBO BAG FILLLING";"PC";"R13.B3.03";"0"
"80001394";"""PUP JOINT 10"""" JUMBO BAG FILLING""";"PC";"R13.B3.03";"0"
"80001395";"OLI VIBRATOR MOTOR 6922";"PC";"R13.B3.01";"0"
"80001396";"IDLE 6119 R35 115P01";"PC";"R18.B3.04";"0"
"80001397";"""PILLOW BLOCK BRG 2"""" UCP211""";"PC";"R13.B3.03";"0"
"80001398";"MOTOR TMRV 050 FA 0.38KW R0.25 EMEC CONV";"PC";"R13.B3.01";"0"
"80001399";"PILLOW BLOCK UCF206 EMEC BELT CONV";"PC";"R13.B3.03";"0"
"80001401";"MOTOR TMRV 050 FA 0.37KW R25 BAG TURNER";"PC";"R13.B3.01";"0"
"80001402";"PILLOW BLOCK UCF206 BAG TURNER";"PC";"R13.B3.03";"0"
"80001403";"BRG 6005ZZ BAG TURNER";"PC";"R27.B2.03";"0"
"80001404";"CYLINDER MBBF50-250-Z-Z7 BAG TURNER";"PC";"R27.B3.03";"0"
"80001405";"""SPEED CONTROLLER 1/4"""" D8 BAG TURNER""";"PC";"R18.B4.03";"0"
"80001406";"LINEAR BRG LMF25UUN BAG TURNER";"PC";"R18.B4.03";"0"
"80001407";"PILLOW BLOCK UCF207 BAG FLATTENER";"PC";"R13.B3.03";"0"
"80001408";"PILLOW BLOCK ECFL205 BAG FLATTENER";"PC";"R18.B4.03";"0"
"80001409";"PILLOW BLOCK UCFL207 BAG FLATTENER";"PC";"R18.B4.03";"0"
"80001410";"ROD END BEARING PHSCLM22 BAG FLATTENER";"PC";"R13.B3.03";"0"
"80001411";"ROD END BEARING PHSCM22 BAG FLATTENER";"PC";"R13.B3.03";"0"
"80001412";"GEARBOX NRV-063-1/40 BAG FLATTENER";"PC";"R13.B3.01";"0"
"80001413";"GEAR MOTOR BAG FLATTENER";"PC";"R13.B3.01";"0"
"80001414";"FREE ROLLER PP60-770L BAG FLATTENER";"PC";"R13.B3.01";"0"
"80001415";"AIR CYLINDER MFBD60-100Z BAG FLATTENER";"PC";"R13.B3.03";"0"
"80001416";"SPEED CONTROL NSE 0803-0 BAG FLATTENER";"PC";"R18.B4.03";"0"
"80001417";"SILENCER MSL-B-03 BAG FLATTENER";"PC";"R18.B3.04";"0"
"80001418";"AIR REGULATOR AR30-03BG-A BAG FLATTENER";"PC";"R18.B3.03";"0"
"80001419";"MOTOR TMRV-075-FA-0.75KW R25 MOTRZ BELT";"PC";"R27.B3.02";"0"
"80001420";"PILLOW BLOCK UCF206 MOTRZ BELT";"PC";"R13.B3.03";"0"
"80001421";"BEARING 6005ZZ EMEC MTRZ BELT";"PC";"R02.B5.03";"0"
"80001422";"BEARING 15A 105P03";"PC";"R05.B4.01";"0"
"80001423";"BEARING 15B 105P03";"PC";"R05.B4.01";"0"
"80001424";"SHAFT SLEEVE 17A/B 105P03";"PC";"R05.B4.02";"0"
"80001425";"THRUST COLLAR 18A/B 105P03";"PC";"R05.B4.02";"0"
"80001426";"PUMP GASKET 66A 105P03";"PC";"R05.B4.02";"0"
"80001427";"MOTOR GASKET 66B 105P03";"PC";"R05.B4.02";"0"
"80001428";"LOCK WASHER 57A 105P03";"PC";"R05.B4.03";"0"
"80001429";"LOCK WASHER 57B 105P03";"PC";"R05.B4.03";"0"
"80001430";"MECH SEAL 70 105P03";"PC";"R07.B6.03";"0"
"80001431";"BEARING 15A 105P04";"PC";"R05.B2.02";"0"
"80001432";"BEARING 15B 105P04";"PC";"R05.B2.02";"0"
"80001433";"SHAFT SLEEVE 17A/B 105P04";"PC";"R05.B2.02";"0"
"80001434";"THRUST COLLAR 18A/B 105P04";"PC";"R05.B2.02";"0"
"80001435";"PUMP GASKET 66A 105P04";"PC";"R05.B3.03";"0"
"80001436";"MOTOR GASKET 66B 105P04";"PC";"R05.B3.03";"0"
"80001437";"LOCK WASHER 57A 105P04";"PC";"R05.B2.02";"0"
"80001438";"LOCK WASHER 57B 105P04";"PC";"R05.B2.02";"0"
"80001439";"MECH SEAL 70 105P04";"PC";"R07.B6.02";"0"
"80001440";"BEARING 15A 105P05";"PC";"R05.B2.03";"0"
"80001441";"BEARING 15B 105P05";"PC";"R05.B2.03";"0"
"80001443";"THRUST COLLAR 18A/B 105P05";"PC";"R05.B1.03";"0"
"80001444";"PUMP GASKET 66A 105P05";"PC";"R05.B2.03";"0"
"80001445";"MOTOR GASKET 66B 105P05";"PC";"R05.B2.03";"0"
"80001446";"LOCK WASHER 57A 105P05";"PC";"R05.B2.03";"0"
"80001447";"LOCK WASHER 57B 105P05";"PC";"R05.B2.03";"0"
"80001448";"MECH SEAL 70 105P05";"PC";"R07.B6.03";"0"
"80001449";"BEARING 15A 105P06";"PC";"R05.B1.02";"0"
"80001450";"BEARING 15B 105P06";"PC";"R05.B1.02";"0"
"80001451";"SHAFT SLEEVE 17A/B 105P06";"PC";"R05.B1.02";"0"
"80001452";"THRUST COLLAR 18A/B 105P06";"PC";"R05.B1.02";"0"
"80001453";"PUMP GASKET 66A 105P06";"PC";"R05.B1.02";"0"
"80001454";"MOTOR GASKET 66B 105P06";"PC";"R05.B1.02";"0"
"80001455";"LOCK WASHER 57A 105P06";"PC";"R05.B1.02";"0"
"80001456";"LOCK WASHER 57B 105P06";"PC";"R05.B1.02";"0"
"80001457";"MECH SEAL 70 105P06";"PC";"R07.B6.03";"0"
"80001458";"BEARING 15A 112P04";"PC";"R05.B3.02";"0"
"80001459";"BEARING 15B 112P04";"PC";"R05.B3.02";"0"
"80001460";"SHAFT SLEEVE 17A/B 112P04";"PC";"R05.B3.02";"0"
"80001461";"THRUST COLLAR 18A/B 112P04";"PC";"R05.B3.02";"0"
"80001462";"PUMP GASKET 66A 112P04";"PC";"R05.B3.02";"0"
"80001463";"MOTOR GASKET 66B 112P04";"PC";"R05.B3.02";"0"
"80001464";"LOCK WASHER 57A 112P04";"PC";"R05.B3.02";"0"
"80001465";"LOCK WASHER 57B 112P04";"PC";"R05.B3.02";"0"
"80001466";"MECH SEAL 70 112P04";"PC";"R07.B6.03";"0"
"80001467";"BEARING 15A 112P03";"PC";"R05.B3.03";"0"
"80001468";"BEARING 15B 112P03";"PC";"R05.B3.03";"0"
"80001469";"SHAFT SLEEVE 17A/B 112P03";"PC";"R05.B3.02";"0"
"80001470";"THRUST COLLAR 18A/B 112P03";"PC";"R05.B3.03";"0"
"80001471";"PUMP GASKET 66A 112P03";"PC";"R05.B3.03";"0"
"80001472";"MOTOR GASKET 66B 112P03";"PC";"R04.B3.03";"0"
"80001473";"LOCK WASHER 57A 112P03";"PC";"R05.B3.03";"0"
"80001474";"LOCK WASHER 57B 112P03";"PC";"R05.B3.03";"0"
"80001475";"MECH SEAL 70 112P03";"PC";"R07.B6.02";"0"
"80001476";"BEARING 15A 112P05";"PC";"R05.B4.03";"0"
"80001477";"BEARING 15B 112P05";"PC";"R05.B3.02";"0"
"80001478";"SHAFT SLEEVE 17A/B 112P05";"PC";"R05.B4.03";"0"
"80001479";"THRUST COLLAR 18A/B 112P05";"PC";"R05.B4.03";"0"
"80001480";"PUMP GASKET 66A 112P05";"PC";"R05.B4.03";"0"
"80001481";"MOTOR GASKET 66B 112P05";"PC";"R05.B4.03";"0"
"80001482";"LOCK WASHER 57A 112P05";"PC";"R05.B4.03";"0"
"80001483";"LOCK WASHER 57B 112P05";"PC";"R05.B4.03";"0"
"80001484";"MECH SEAL 70 112P05";"PC";"R07.B6.03";"0"
"80001485";"BEARING 15A 112P12";"PC";"R05.B5.03";"0"
"80001486";"BEARING 15B 112P12";"PC";"R05.B5.03";"0"
"80001487";"SHAFT SLEEVE 17A/B 112P12";"PC";"R05.B5.03";"0"
"80001488";"THRUST COLLAR 18A/B 112P12";"PC";"R05.B5.03";"0"
"80001489";"PUMP GASKET 66A 112P12";"PC";"R05.B5.03";"0"
"80001490";"MOTOR GASKET 66B 112P12";"PC";"R05.B5.03";"0"
"80001491";"LOCK WASHER 57A 112P12";"PC";"R05.B5.03";"0"
"80001492";"LOCK WASHER 57B 112P12";"PC";"R05.B5.03";"0"
"80001493";"BEARING 15A 112P15";"PC";"R05.B6.02";"0"
"80001494";"BEARING 15B 112P15";"PC";"R05.B6.02";"0"
"80001495";"SHAFT SLEEVE 17A/B 112P15";"PC";"R05.B6.02";"0"
"80001496";"THRUST COLLAR 18A/B 112P15";"PC";"R05.B6.02";"0"
"80001497";"PUMP GASKET 66A 112P15";"PC";"R05.B6.03";"0"
"80001498";"MOTOR GASKET 66B 112P15";"PC";"R05.B6.03";"0"
"80001499";"LOCK WASHER 57A 112P15";"PC";"R05.B6.02";"0"
"80001500";"LOCK WASHER 57B 112P15";"PC";"R05.B6.02";"0"
"80001501";"BEARING 15A 112P10";"PC";"R05.B5.04";"0"
"80001502";"BEARING 15B 112P10";"PC";"R05.B5.04";"0"
"80001503";"SHAFT SLEEVE 17A/B 112P10";"PC";"R05.B5.04";"0"
"80001504";"THRUST COLLAR 18A/B 112P10";"PC";"R05.B5.04";"0"
"80001505";"PUMP GASKET 66A 112P10";"PC";"R05.B5.04";"0"
"80001506";"MOTOR GASKET 66B 112P10";"PC";"R05.B5.04";"0"
"80001507";"LOCK WASHER 57A 112P10";"PC";"R05.B5.04";"0"
"80001508";"LOCK WASHER 57B 112P10";"PC";"R05.B5.04";"0"
"80001509";"BEARING 15A 112P16";"PC";"R05.B5.03";"0"
"80001510";"BEARING 15B 112P16";"PC";"R05.B5.03";"0"
"80001511";"SHAFT SLEEVE 17A/B 112P16";"PC";"R05.B5.03";"0"
"80001512";"THRUST COLLAR 18A/B 112P16";"PC";"R05.B5.03";"0"
"80001513";"PUMP GASKET 66A 112P16";"PC";"R05.B5.03";"0"
"80001514";"MOTOR GASKET 66B 112P16";"PC";"R05.B5.03";"0"
"80001515";"LOCK WASHER 57A 112P16";"PC";"R05.B5.03";"0"
"80001516";"LOCK WASHER 57B 112P16";"PC";"R05.B5.03";"0"
"80001517";"MECH SEAL 70 112P16";"PC";"R07.B6.03";"0"
"80001518";"BEARING 15A 110P15";"PC";"R05.B4.02";"0"
"80001519";"BEARING 15B 110P15";"PC";"R05.B4.02";"0"
"80001520";"SHAFT SLEEVE 17A/B 110P15";"PC";"R05.B4.02";"0"
"80001521";"THRUST COLLAR 18A/B 110P15";"PC";"R05.B5.02";"0"
"80001522";"PUMP GASKET 66A 110P15";"PC";"R05.B6.03";"0"
"80001523";"MOTOR GAKET 66B 110P15";"PC";"R05.B6.03";"0"
"80001524";"LOCK WASHET 57A 110P15";"PC";"R05.B4.02";"0"
"80001525";"LOCK WASHER 57B 110P15";"PC";"R05.B4.02";"0"
"80001526";"MECH SEAL 70 110P15";"PC";"R07.B6.02";"0"
"80001527";"BEARING 15A 110P16";"PC";"R05.B6.02";"0"
"80001528";"BEARING 15B 110P16";"PC";"R05.B6.02";"0"
"80001529";"SHAFT SLEEVE 17A/B 110P16";"PC";"R05.B6.02";"0"
"80001530";"THRUST COLLAR 18A/B 110P16";"PC";"R05.B6.02";"0"
"80001531";"PUMP GASKET 66A 110P16";"PC";"R05.B3.03";"0"
"80001532";"MOTOR GASKET 66A 110P16";"PC";"R05.B6.02";"0"
"80001533";"LOCK WASHER 57A 110P16";"PC";"R05.B6.02";"0"
"80001534";"LOCK WASBER 57B 110P16";"PC";"R05.B6.02";"0"
"80001536";"DIGITAL OUTPUT MODULE - SDV541-S63/PRP";"PC";"AC.H2.30";"0"
"80001537";"I/O MODULE TC, AAT 141-S50 YOKOGAWA";"PC";"AC.H2.30";"0"
"80001541";"DIGITAL INPUT MODULE - ADV 151-P60/D5A00";"PC";"AC.H2.31";"0"
"80001544";"DIGITAL INPUT MODULE - SDV144-S63/PRP";"PC";"AC.H2.31";"0"
"80001545";"DIGITAL OUTPUT MODULE SDV531-S63/PRP";"PC";"AC.H2.31";"0"
"80001546";"ESB BUS INTERFACE MODULEEC401-50YOKOGAWA";"PC";"AC.H2.31";"0"
"80001553";"LOAD CELL LC4103 BAGGING MACH";"PC";"R13.B3.03";"0"
"80001554";"WEIGHT INDICATOR AD4401 BAGGING MACH";"PC";"R18.B4.03";"0"
"80001555";"SOLENOID VLV SY5120-4G-C8 BAGGING MACH";"PC";"R18.B3.03";"0"
"80001557";"MOUJEN LIMIT SWITCH MJ7207 BAGGING MACH";"PC";"C.AC.01.03";"0"
"80001558";"2 WAY SELECTOR SWITCH BAGGING MACH";"PC";"AC.H1.10";"0"
"80001559";"2WAY SELECTOR SWITCH C/W LAMP AC220V-RED";"PC";"AC.H1.10";"0"
"80001560";"PLC CP 1E-E30DR-A";"PC";"R19.B1.03";"0"
"80001561";"OMRON RELAY C/W AC220V-MK2P";"PC";"R19.B2.03";"0"
"80001562";"PHOTO SENSOR-CR80 C/W REJECTOR CONVEYOR";"PC";"R18.B3.03";"0"
"80001563";"WEIGH INDICATOR-AD4404 REJECTOR CONVEYOR";"PC";"R18.B3.01";"0"
"80001565";"OVERLOAD RELAY 1.6A-2.5A SCHNEIDER";"PC";"R19.B2.02";"0"
"80001567";"SELENOID VALVE-454-015-02G7J";"PC";"R18.B3.03";"0"
"80001568";"PLC-CP1E-E30DR-A";"PC";"R13.B3.03";"0"
"80001569";"EXTENSION CARD CP1W-20EDR";"PC";"R19.B1.03";"0"
"80001570";"RELAY C/W BASE 24VDC-MY2N";"PC";"AC.H2.11";"0"
"80001571";"RELAY C/W BASE 24VAC-MK2P";"PC";"R19.B3.03";"0"
"80001574";"TEMPERATURE SENSOR DIXELL-CWSYS";"PC";"R18.B3.03";"0"
"80001576";"ELECT EQ 115CV01A/B";"SET";"R18.B3.03";"0"
"80001577";"LOADCELL TRUE TEC BS23M SHEAR BEAM 908KG";"PC";"R18.B4.03";"0"
"80001578";"WEIGHING INDICATOR-JUMBOBAGFILLINGMACH";"PC";"R18.B3.01";"0"
"80001580";"3 WAY SELECTORSWITCH-JUMBOBAGFILLINGMACH";"PC";"R19.B1.04";"0"
"80001583";"TOR SCHNEIDER LRD07 1,6-2,5A";"PC";"R19.B2.02";"0"
"80001585";"PROXIMITY SENSOR-JUMBOBAGFILLINGMACH";"PC";"R18.B3.03";"0"
"80001586";"PLC, CP1E-30CDR-JUMBOBAGFILLINGMACH";"PC";"R13.B3.03";"0"
"80001587";"TIMER, H3CR-A8-JUMBOBAGFILLINGMACH";"PC";"C.AC.01.03";"0"
"80001588";"SELENOIDVALVE,VF5244-JUMBOBAGFILLINGMACH";"PC";"R19.B4.01";"0"
"80001589";"SELENOIDVALVE,SY7120-JUMBOBAGFILLINGMACH";"PC";"R18.B3.03";"0"
"80001590";"AIR FILTER SAFETY AIR COMP";"PC";"R04.B4.04";"0"
"80001591";"ANALOG COND. SENSOR CONDUMAX CLS12 E+H";"PC";"R20.B6.03";"0"
"80001592";"ANGUL CONT BALL BRG 1112P01";"PC";"R02.B2.04";"0"
"80001594";"ANGUL CONT BALL BRG 1136P01A/B";"PC";"R02.B2.04";"0"
"80001595";"ANGUL CONT BALL BRG 1138P01A/B";"PC";"R02.B2.04";"0"
"80001596";"ANGUL CONT BALL BRG 1141P01A/B";"PC";"R08.B3.02";"0"
"80001598";"ANGUL CONT BALL BRG 1145P02A/B";"PC";"R02.B3.04";"0"
"80001599";"ANGUL CONT BALL BRG 1147P01";"PC";"R02.B4.04";"0"
"80001600";"ANGUL CONT BALL BRG 1148P01A";"PC";"R02.B3.04";"0"
"80001601";"ANGUL CONT BALL BRG 1152P01";"PC";"R02.B4.04";"0"
"80001602";"ANGUL CONT BALL BRG 1201P01-1";"PC";"R02.B3.04";"0"
"80001603";"ANGUL CONT BALL BRG 1201P02A/B1";"PC";"R02.B4.04";"0"
"80001605";"ANGUL CONT BALL BRG 1211P01A/B";"PC";"R02.B4.04";"0"
"80001606";"ANGUL CONT BALL BRG 1213P01A/B";"PC";"R08.B3.02";"0"
"80001607";"ANGUL CONT BALL BRG 1219P01A/B";"PC";"R02.B2.04";"0"
"80001608";"ANGUL CONT BALL BRG 1220P01A/B";"PC";"R08.B2.02";"0"
"80001609";"ANGUL CONT BALL BRG 1302P01A/B";"PC";"R02.B4.04";"0"
"80001610";"ANGUL CONT BALL BRG 1304P01A/B";"PC";"R02.B4.04";"0"
"80001611";"ANGUL CONT BALL BRG 1306P01A/B";"PC";"R02.B4.04";"0"
"80001612";"ANGUL CONT BALL BRG 1308P01A/B";"PC";"R02.B4.04";"0"
"80001613";"ANGUL CONT BALL BRG 1310P01A/B";"PC";"R02.B3.04";"0"
"80001614";"ANGUL CONT BALL BRG 1401P01";"PC";"R02.B3.04";"0"
"80001615";"ANGUL CONT BALL BRG 1401P02A";"PC";"R02.B3.04";"0"
"80001616";"ANGUL CONT BALL BRGH 1222P01A/B";"PC";"R02.B3.04";"0"
"80001617";"ANGUL CONT BRG 1144P01";"PC";"R02.B2.04";"0"
"80001618";"ANGUL CONT BRG 1204P01A/B";"PC";"R02.B2.04";"0"
"80001619";"ANGUL CONT BRG 1301P01";"PC";"R02.B3.04";"0"
"80001620";"ANGULAR CONT BALL BRG 1101P01A/B";"PC";"R02.B2.04";"0"
"80001621";"ANGULAR CONT BALL BRG 1103P01A/B";"PC";"R08.B3.02";"0"
"80001622";"ANGULAR CONT BALL BRG 1108P01A/B";"PC";"R02.B3.03";"0"
"80001623";"ANGULAR CONT BALL BRG 1110P01A/B";"PC";"R02.B2.04";"0"
"80001625";"ANGULAR CONT BALL BRG 1115P01A/B";"PC";"R02.B4.04";"0"
"80001626";"ANGULAR CONT BALL BRG 1118P01A/B";"PC";"R02.B3.03";"0"
"80001627";"ANGULAR CONT BALL BRG 1124P01";"PC";"R02.B4.04";"0"
"80001628";"ANGULAR CONT BALL BRG 1124P02";"PC";"R02.B4.04";"0"
"80001629";"ANGULAR CONT BALL BRG 1127P01A/B";"PC";"R02.B4.04";"0"
"80001630";"ANGULAR CONT BALL BRG 1129P01A/B";"PC";"R02.B4.04";"0"
"80001631";"ANGULAR CONT BALL BRG 1130P01";"PC";"R02.B3.04";"0"
"80001632";"ANGULAR CONT BALL BRG 1132P01";"PC";"R02.B3.04";"0"
"80001634";"ANGULAR CONT BALL BRG 1225P03A/B";"PC";"R02.B2.04";"0"
"80001636";"ANGULAR CONT BRG INVCP32/160C-700";"PC";"R14.B3.03";"0"
"80001637";"ANGULAR CONT BRG INVCP40/160C-100";"PC";"R14.B3.03";"0"
"80001638";"ANGULAR CONT BRG INVCP40/160C-300";"PC";"R14.B3.03";"0"
"80001639";"ANGULAR CONT BRG INVCP40/160C-800";"PC";"R14.B3.03";"0"
"80001640";"ANGULAR CONTACT BEARING INVCP32/160C-200";"PC";"R14.B3.03";"0"
"80001641";"ANGULAR CONTACT BRG INVCP32/160C-500";"PC";"R14.B3.03";"0"
"80001642";"ANGULAT CONT BALL BRG 1133P01A/B";"PC";"R08.B2.02";"0"
"80001645";"AUX RELAY KC6 UNIGEAR ZS1-VT ABB";"EA";"R18.B4.02";"0"
"80001648";"BEARING 321.01 NIT440-250 ALLWEILER";"PC";"R02.B2.03";"0"
"80001657";"BEARING KIT CR64-3-8 109PF1078/16";"PC";"R08.B2.03";"0"
"80001658";"BEARING NTT125-200";"PC";"R02.B4.04";"0"
"80001659";"BEARING NTT125-299";"PC";"R02.B1.03";"0"
"80001661";"BEARING NUT INVCP32/160C-400";"PC";"R14.B3.03";"0"
"80001662";"BEARING NUT INVCP40/160C-100";"PC";"R14.B3.03";"0"
"80001663";"BEARING SKF 6316 C3";"SET";"R02.B2.02";"0"
"80001666";"BOLT BRG KIT CR/N32/45/64 109PF1078/16";"PC";"R08.B2.03";"0"
"80001667";"""BREATHER VALVE KSBB 10"""" DIAPH TEFLON""";"PC";"R21.B4.04";"0"
"80001668";"""BREATHER VALVE KSBB 12"""" DIAPH TEFLON""";"PC";"R21.B4.04";"0"
"80001669";"""BREATHER VALVE KSBB 3"""" DIAPH TEFLON""";"PC";"R21.B4.04";"0"
"80001670";"""BREATHER VALVE KSBB 4"""" DIAPH TEFLON""";"PC";"R21.B4.04";"0"
"80001671";"""BREATHER VALVE KSBB 6"""" DIAPH TEFLON""";"PC";"R21.B4.04";"0"
"80001672";"""BREATHER VALVE KSBB 8"""" DIAPH TEFLON""";"PC";"R21.B4.04";"0"
"80001674";"BRG COVER DE 1101P01A/B";"PC";"R14.B2.03";"0"
"80001675";"BRG COVER DE 1110P01A/B";"PC";"R14.B2.03";"0"
"80001676";"BRG COVER DE 1115P01A/B";"PC";"R14.B2.03";"0"
"80001677";"BRG COVER DE 1133P01A/B";"PC";"R14.B2.03";"0"
"80001678";"BRG COVER DE 1145P02A/B";"PC";"R14.B2.03";"0"
"80001679";"BRG COVER DE 1147P01";"PC";"R14.B2.03";"0"
"80001680";"BRG COVER DE 1152P01";"PC";"R14.B2.03";"0"
"80001681";"BRG COVER DE 1225P03A/B";"PC";"R14.B2.03";"0"
"80001682";"BRG COVER NDE 1101P01A/B";"PC";"R14.B2.03";"0"
"80001683";"BRG COVER NDE 1110P01A/B";"PC";"R14.B2.03";"0"
"80001684";"BRG COVER NDE 1115P01A/B";"PC";"R14.B2.03";"0"
"80001685";"BRG COVER NDE 1133P01A/B";"PC";"R14.B2.03";"0"
"80001686";"BRG COVER NDE 1145P02A/B";"PC";"R14.B2.03";"0"
"80001687";"BRG COVER NDE 1147P01";"PC";"R14.B2.03";"0"
"80001688";"BRG COVER NDE 1152P01";"PC";"R14.B2.03";"0"
"80001689";"BRG COVER NDE 1225P03A/B";"PC";"R14.B2.03";"0"
"80001690";"BEARING BUSH, P/N 545.3 , KSB B14B";"PC";"R14.B5.01";"0"
"80001691";"BEARING BUSH, P/N 545.1 , KSB B14B";"PC";"R14.B5.01";"0"
"80001692";"BUSH MODULE 8813-01-043 ROLLOMAT";"PC";"R18.B4.02";"0"
"80001693";"CAS WEAR RING 1101P01A/B";"PC";"R14.B2.04";"0"
"80001694";"CAS WEAR RING 1110P01A/B";"PC";"R14.B2.04";"0"
"80001695";"CAS WEAR RING 1115P01A/B";"PC";"R14.B2.04";"0"
"80001696";"CAS WEAR RING 1133P01A/B";"PC";"R14.B2.04";"0"
"80001697";"CAS WEAR RING 1145P02A/B";"PC";"R14.B2.04";"0"
